X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.753572376761554,43.367828817606096,125281396,9221,Pharmacy,RP,Rexall #2089,,,,5061 New Street,,,Burlington,L7L1V2,2019-02-12T13:18:15.000Z,2019-02-11T09:39:59.000Z,2019-02-12T23:17:15.000Z,573137
-80.273584159560542,43.569158028493476,125289298,T0130,Retirement Home,Site,The Village of Riverside Glen,,,,60 Woodlawn Road East,,Residential,Guelph,N1H8M8,2019-02-12T12:39:16.000Z,2019-02-11T09:55:54.000Z,2019-02-12T23:17:15.000Z,573185
-79.575711843339832,43.630847272197144,125311746,10812,Pharmacy,RP,Markland Wood Pharmacy Limited,,,,4335 Bloor Street West,,,Toronto,M9C2A5,2019-02-12T13:35:22.000Z,2019-02-11T10:43:04.000Z,2019-02-12T23:17:15.000Z,573201
-75.767517155243624,45.348825839529773,125274682,5812004,Independent Health Facility,Opth Utrasnd,Ottawa Eye Associates,,Dr. Wellington M. Myles,,1 Centrepointe Drive,Suite 210,Practice Address,Ottawa,K2G6E2,2019-02-12T13:27:10.000Z,2019-02-11T09:22:41.000Z,2019-02-12T23:17:15.000Z,573233
-79.374729381689903,43.658270686354285,125295946,8812,Pharmacy,RP,Jarvis St. Apothecary,,,,275 Jarvis Street,,,Toronto,M5B2P2,2019-02-12T13:31:59.000Z,2019-02-11T10:08:48.000Z,2019-02-12T23:17:15.000Z,573361
-78.167576621314169,43.965834895361887,125296286,4007,Pharmacy,RP,Pharmacy 101,,,,464 Division Street,,,Cobourg,K9A3S2,2019-02-12T12:40:49.000Z,2019-02-11T10:09:29.000Z,2019-02-12T23:17:15.000Z,573489
-78.713577117407823,46.310967966905253,125297257,4154,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Hopital de Mattawa Hospital,,,,217 Turcotte Park Road,Postal Office Box 70,,Mattawa,P0H1V0,2019-02-12T13:11:33.000Z,2019-02-11T10:11:22.000Z,2019-02-12T23:17:15.000Z,573537
-78.941445263172227,43.886371546334644,125307024,1805,Pharmacy,HSC,Roseade Villa,,,,310 Chestnut Street East,,,Whitby,L1N2Y2,2019-02-12T13:03:50.000Z,2019-02-11T10:33:07.000Z,2019-02-12T23:17:15.000Z,573585
-79.432088706405963,43.730999096447349,125293434,44,Community Support Service,Site,New Horizons Day Centre Inc.,,New Horizons Day Centre Inc,,3565 Bathurst Street,,Administrative Office,Toronto,M6A2Y7,2019-02-12T12:50:23.000Z,2019-02-11T10:04:03.000Z,2019-02-12T23:17:15.000Z,573617
-79.049700026732609,43.0591626949887,125309311,8702,Pharmacy,RP,Niagara Pharmacy,,,,3700 Main Street,,,Niagara Falls,L2G6A8,2019-02-12T13:34:50.000Z,2019-02-11T10:37:52.000Z,2019-02-12T23:17:15.000Z,573665
-75.707059028189235,45.265597327821553,125300843,10780,Pharmacy,LTCF,Carleton Lodge,,,,55 Lodge Road,R.R. 2,,Ottawa,K2C3H1,2019-02-12T12:32:01.000Z,2019-02-11T10:18:41.000Z,2019-02-12T23:17:15.000Z,573761
-79.383207292972173,43.755519503015201,125286597,9015,Pharmacy,AS,Cichy Services Inc,,,,20 Berkindale Crescent,,,Toronto,M2L2A4,2019-02-12T12:59:18.000Z,2019-02-11T09:50:26.000Z,2019-02-12T23:17:15.000Z,573905
-79.543960230318731,43.597893167889339,125288881,8191,Pharmacy,RP,Wellness Centre Pharmacy,,,,230 Brown's Line,,,Toronto,M9B6L6,2019-02-12T12:49:19.000Z,2019-02-11T09:55:06.000Z,2019-02-12T23:17:15.000Z,573953
-80.94488186670992,44.568351467567588,125291795,3354,Pharmacy,RP,Shoppers Drug Mart #1002,,,,100 10th Street West,,,Owen Sound,N4K3P9,2019-02-12T12:30:00.000Z,2019-02-11T10:00:45.000Z,2019-02-12T23:17:15.000Z,575041
-80.735216643800925,43.98121997773778,125292671,6911,Pharmacy,RP,Walsh's Ida Pharmacy MT.FOREST,,,,129 Main Street South,Postal Office Box 700,,Mount Forest,N0G2L0,2019-02-12T13:31:15.000Z,2019-02-11T10:02:27.000Z,2019-02-12T23:17:15.000Z,575105
-79.366226889693522,43.779743908045376,125295917,1147879,Independent Health Facility,Mamm,Hitek Medical Imaging,,Hitek Medical Imaging Inc.,,4800 Leslie Street,Lower Level,Practice Address,Toronto,M2J2K9,2019-02-12T13:21:41.000Z,2019-02-11T10:08:45.000Z,2019-02-12T23:17:15.000Z,575201
-75.675053827925296,45.387991850120144,125298546,18380,Mental Health and Addiction Organization,Mental Health Services,Jewish Family Services of Ottawa-Carleton,,,,1355 Bank Street,"Suite 600, 6th Floor",Practice Location,Ottawa,K1H8K7,2019-02-12T13:11:50.000Z,2019-02-11T10:13:49.000Z,2019-02-12T23:17:15.000Z,575297
-81.306220415342835,43.884619032961581,125288363,10000000049,Hospital - Corporation,Site,Wingham and District Hospital,,Wingham and District Hospital,,270 Carling Terrace,,,Wingham,N0G2W0,2019-02-12T12:49:10.000Z,2019-02-11T09:54:00.000Z,2019-02-12T23:17:15.000Z,575329
-76.025325303138899,44.90658545257714,125309642,10000000200,Hospital - Corporation,Site,Perth and Smiths Falls District Hospital - Smiths Falls,,Perth and Smiths Falls District Hospital,,60 Cornelia Street West,,,SmithsFalls,K7A2H9,2019-02-12T13:04:27.000Z,2019-02-11T10:38:31.000Z,2019-02-12T23:17:15.000Z,575345
-78.859967538077129,43.89813895213198,125281653,4416,Pharmacy,RP,Pharmachoice,,,,97 King Street East,,,Oshawa,L1H1B8,2019-02-12T13:28:43.000Z,2019-02-11T09:40:29.000Z,2019-02-12T23:17:15.000Z,575585
-83.054851713269599,42.306899270249339,125278013,482,Community Support Service,Site,Centres for Seniors Windsor,,Centres for Seniors Windsor,,635 McEwan Avenue,,Administrative Office,Windsor,N9B2E9,2019-02-12T12:46:49.000Z,2019-02-11T09:33:16.000Z,2019-02-12T23:17:15.000Z,575681
-75.653237389774176,45.018745187576847,125299000,N0389,Retirement Home,Site,Bayfield Manor Retirement Community,,,,100 Elvira Street,Postal Office Box 3000,Residential,Kemptville,K0G1J0,2019-02-12T13:32:40.000Z,2019-02-11T10:14:39.000Z,2019-02-12T23:17:15.000Z,575745
-79.198466734227154,43.758647912122875,125307913,1359,Pharmacy,RP,Guildview Pharmacy,,,,4160 Kingston Road,,,Toronto,M1E2M4,2019-02-12T12:43:15.000Z,2019-02-11T10:35:01.000Z,2019-02-12T23:17:15.000Z,575761
-79.267053653804581,43.732039804286444,125276138,16198,Mental Health and Addiction Organization,Addiction Services,Lakeridge Health Corporation,,,,2425 Eglinton Avenue East,"Suite 301, The Scarborough Hospital - Community Outpatient Clinic",Practice Location,Toronto,M1K5G8,2019-02-12T12:16:19.000Z,2019-02-11T09:27:45.000Z,2019-02-12T23:17:15.000Z,575857
-80.271467320805186,43.140987853245797,125270223,3116962,Independent Health Facility,Radgrhy,Brantford Radiology Group,,2392789 Ontario Inc.,,72 Brant Avenue,,Practice Address,Brantford,N3T5Z8,2019-02-12T12:34:58.000Z,2019-02-11T09:09:59.000Z,2019-02-12T23:17:15.000Z,576097
-78.96236807203708,43.910911749665857,125298463,T0529,Retirement Home,Site,Lynde Creek Manor,,,,50 Paul Burns Way,,Residential,Whitby,L1R2Y9,2019-02-12T13:22:19.000Z,2019-02-11T10:13:40.000Z,2019-02-12T23:17:15.000Z,576129
-80.511676728024909,43.492695403740669,125280387,11451,Pharmacy,LTCF,Pinehaven Nursing Home,,,,229 Lexington Road,,,Waterloo,N2K2E1,2019-02-12T13:28:24.000Z,2019-02-11T09:37:49.000Z,2019-02-12T23:17:15.000Z,576161
-79.492274024840711,43.722337392127443,125275402,2419,Pharmacy,RP,Wellcare Union Medical Phcy,,,,1263 Wilson Avenue,Unit 110,,Toronto,M3M3G3,2019-02-12T12:46:10.000Z,2019-02-11T09:25:04.000Z,2019-02-12T23:17:15.000Z,576241
-79.512122129110153,43.699077787127308,125291208,22632,Mental Health and Addiction Organization,Mental Health Services,Progress Place,,,,1765 Weston Road,,Practice Location,Toronto,M9N3P7,2019-02-12T13:00:18.000Z,2019-02-11T09:59:37.000Z,2019-02-12T23:17:15.000Z,576449
-79.471314742751218,43.997797741168931,125281283,2630,Long-Term Care Home,NH for-profit,Chartwell Aurora Long Term Care Residence,,,,32 Mill Street,,,Aurora,L4G2R9,2019-02-12T13:28:37.000Z,2019-02-11T09:39:45.000Z,2019-02-12T23:17:15.000Z,576481
-79.369812379765335,43.654220585870853,125309290,2001,Children's Treatment Centre,Site,Anishnawbe Health Toronto Community Health Centre,,TORONTO Anishnawbe Health Comm Hlth,,225 Queen Street East,,,Toronto,M5A1S4,2019-02-12T13:14:19.000Z,2019-02-11T10:37:49.000Z,2019-02-12T23:17:15.000Z,576497
-77.790046729147946,44.312488372840718,125294893,7249100,Independent Health Facility,"Gen Ultrasound, Vasc Utrasnd",Ultrasound Services - Campbellford Memorial Hospital,,Peterborough Radiology Associates Ltd.,,146 Oliver Road,,Practice Address,Campbellford,K0L1L0,2019-02-12T13:21:24.000Z,2019-02-11T10:06:49.000Z,2019-02-12T23:17:15.000Z,576529
-79.450929441775799,44.059315852809114,125271832,2955,Long-Term Care Home,NH non-profit,Southlake Residential Care Village,,,,640 Grace Street,,,Newmarket,L3Y2P6,2019-02-12T12:45:14.000Z,2019-02-11T09:13:06.000Z,2019-02-12T23:17:15.000Z,576593
-79.721216792331646,43.660842170652465,125305512,157,Local Health Integration Network Office,Site,Central West Local Health Integration Network,,,,199 County Court Boulevard,,Administrative Office,Brampton,L6W4P3,2019-02-12T13:03:29.000Z,2019-02-11T10:29:45.000Z,2019-02-12T23:17:15.000Z,576609
-79.445729916434686,43.794993207011871,125303629,3636,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,7117 Bathurst Street,,,Vaughan,L4J2J6,2019-02-12T13:12:58.000Z,2019-02-11T10:25:17.000Z,2019-02-12T23:17:15.000Z,576705
-78.1952136607093,44.316971355433004,125278020,605,Pharmacy,LTCF,Springdale Country Manor,,,,1726 Highway 7,"R.R. 5, Unit A",,Peterborough,K9J6X6,2019-02-12T12:57:15.000Z,2019-02-11T09:33:17.000Z,2019-02-12T23:17:15.000Z,576753
-79.139979946166193,44.104220275137742,125283043,T0070,Retirement Home,Site,Butternut Manor,,,,3 Norm Goodspeed Drive,,Residential,Uxbridge,L9P0B7,2019-02-12T12:47:58.000Z,2019-02-11T09:43:20.000Z,2019-02-12T23:17:15.000Z,576769
-81.25054721545132,42.992383680252864,125314851,5590,Laboratory - Community Private,"Community (Private) Laboratory - Broad Scope, Splty & Ref.Lab",Dynacare,,,,245 Pall Mall Street,,,London,N6A1P4,2019-02-12T12:25:09.000Z,2019-02-11T10:49:08.000Z,2019-02-12T23:17:15.000Z,576801
-79.691343748255491,44.38110919695476,125273287,1400,Pharmacy,RP,Kempenfelt Pharmacy,,,,11 Victoria Street,Unit A2,,Barrie,L4N6T3,2019-02-12T12:56:09.000Z,2019-02-11T09:17:46.000Z,2019-02-12T23:17:15.000Z,576817
-79.788516589980617,43.392118720264349,125290334,4543,Pharmacy,RP,Jasmin Pharmacy,,,,1900 -Appleby Line,Unit 1,,Burlington,L7L0B7,2019-02-12T12:39:32.000Z,2019-02-11T09:57:56.000Z,2019-02-12T23:17:15.000Z,576881
-82.118419782421867,42.949129230127411,125313978,4221,Pharmacy,RP,Paul Marley Pharmacy,,,,607 Broadway Street,,,Plympton-Wyoming,N0N1T0,2019-02-12T12:44:39.000Z,2019-02-11T10:47:27.000Z,2019-02-12T23:17:15.000Z,576929
-79.389002086237866,43.658212985682589,125283969,1434,Pharmacy,HOPD,Toronto General Hospital Phcy,,,,585 University Avenue,University Health Network,,Toronto,M5G2N2,2019-02-12T12:58:41.000Z,2019-02-11T09:45:10.000Z,2019-02-12T23:17:15.000Z,576977
-80.274412322688335,43.151844255028742,125302153,10000000011,AIDS Bureau,AT site,Brant County Health Unit,,,,194 Terrace Hill Street,,Practice Location,Brantford,N3R1G7,2019-02-12T13:12:39.000Z,2019-02-11T10:21:44.000Z,2019-02-12T23:17:15.000Z,576993
-79.397306089884395,43.66954918728765,125287343,10000000076,AIDS Bureau,AT site,Planned Parenthood of Toronto,,,,36 Prince Arthur Avenue,Unit B,Practice Location,Toronto,M5R1A9,2019-02-12T12:38:49.000Z,2019-02-11T09:51:55.000Z,2019-02-12T23:17:15.000Z,577057
-77.864214818973409,45.055084897435023,125282716,568,Community Support Service,Site,CARE North Hastings,,Community Care North Hastings,,1 Manor Lane,,Administrative Office,Bancroft,K0L1C0,2019-02-12T12:17:51.000Z,2019-02-11T09:42:42.000Z,2019-02-12T23:17:15.000Z,577105
-81.151966408633726,43.259127731940964,125277319,4143,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Huron Perth Healthcare Alliance - St. Marys Site,,,,267 Queen Street West,,,Saint Marys,N4X1B6,2019-02-12T13:07:15.000Z,2019-02-11T09:31:47.000Z,2019-02-12T23:17:15.000Z,577185
-81.605839491780344,42.604339794329384,125297884,1108,Community Support Service,Site,West Elgin Community Health Centre,,West Elgin Community Health Centre,,153 Main Street,,Administrative Office,West Lorne,N0L2P0,2019-02-12T12:41:07.000Z,2019-02-11T10:12:34.000Z,2019-02-12T23:17:15.000Z,577201
-79.456116209266284,43.676629485798721,125291521,10000000061,Senior Active Living Centre,Site,First Portuguese Canadian Cultural Centre,,,,60 Caledonia Road,,,Toronto,M6E4S4,2019-02-12T12:39:50.000Z,2019-02-11T10:00:15.000Z,2019-07-18T00:00:00.000Z,577217
-79.33715237163176,43.680245891953682,125314000,1755,Mental Health and Addiction Organization,Addiction Services,Toronto East Health Network,,,,985 Danforth Avenue,,Administration and Practice Location,Toronto,M4J1M1,2019-02-12T13:35:55.000Z,2019-02-11T10:47:29.000Z,2019-02-12T23:17:15.000Z,577233
-80.271031620984331,43.144594253904714,125306459,16969,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,St. Leonard's Community Services,,,,75 Albion Street,,Practice Location,Brantford,N3T5P9,2019-02-12T13:03:42.000Z,2019-02-11T10:31:53.000Z,2019-02-12T23:17:15.000Z,577329
-79.423723797692489,43.662529084829373,125271264,6298,Pharmacy,RP,Ossington Medical Gardens,,,,836 Bloor Street West,,,Toronto,M6G1M2,2019-02-12T13:15:51.000Z,2019-02-11T09:12:01.000Z,2019-02-12T23:17:15.000Z,577489
-79.375905181366505,43.650324384904195,125312628,506,Community Support Service,Site,LOFT Community Services,,LOFT Community Services,,15 Toronto Street,9th Floor,Administrative Office,Toronto,M5C2E3,2019-02-12T12:24:35.000Z,2019-02-11T10:44:47.000Z,2019-02-12T23:17:15.000Z,577585
-79.421975696410271,43.654299683465808,125292949,3789,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,815 College Street,2nd Floor,,Toronto,M6G2C4,2019-02-12T13:31:20.000Z,2019-02-11T10:02:59.000Z,2019-02-12T23:17:15.000Z,577617
-81.236520306618161,42.942815172177973,125295758,6341894,Independent Health Facility,"Fluorscpy, Mamm, Radgrhy, Gen Ultrasound",MyHealth Centre,,MyHealth Partners Inc.,,510 Southdale Road East,Suite 103,Practice Address,London,N6E0B2,2019-02-12T12:20:46.000Z,2019-02-11T10:08:27.000Z,2019-02-12T23:17:15.000Z,577649
-79.612093050757395,43.583659962214909,125278822,2894,Pharmacy,RP,Total Health Pharmacy 131,,,,160 Dundas Street East,,,Mississauga,L5A1W4,2019-02-12T13:17:41.000Z,2019-02-11T09:34:56.000Z,2019-02-12T23:17:15.000Z,577697
-81.188607396808948,43.000851384740415,125299810,3054106,Independent Health Facility,Radgrhy,London X-Ray Associates Inc.,,London X-Ray Associates Inc.,,1657 Dundas Street,,Practice Address,London,N5W3C6,2019-02-12T13:02:09.000Z,2019-02-11T10:16:11.000Z,2019-02-12T23:17:15.000Z,577713
-80.525063732634365,43.496863403828307,125274262,3522,Pharmacy,RP,Drugstore Pharmacy #528,,,,555 Davenport Road,,,Waterloo,N2L6L2,2019-02-12T12:35:56.000Z,2019-02-11T09:21:16.000Z,2019-02-12T23:17:15.000Z,577793
-79.749200004245779,43.694577075244851,125285049,7759,Pharmacy,RP,Shoppers Drug Mart #1058,,,,1 Kennedy Road South,,,Brampton,L6W3C9,2019-02-12T13:29:29.000Z,2019-02-11T09:47:22.000Z,2019-02-12T23:17:15.000Z,577873
-81.003711173084312,43.380679660419936,125276910,7265,Pharmacy,RP,Sobeys Pharmacy #7270,,,,581 Huron Street,Unit 1,,Stratford,N5A5T8,2019-02-12T12:46:31.000Z,2019-02-11T09:30:54.000Z,2019-02-12T23:17:15.000Z,577905
-77.85037201466983,45.0574621984697,125288331,2524,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Addictions and Mental Health Services - Hastings Prince Edward,,,,33 Flint Avenue,,Practice Location,Bancroft,K0L1C0,2019-02-12T12:19:06.000Z,2019-02-11T09:53:57.000Z,2019-02-12T23:17:15.000Z,577921
-79.772374509937194,43.67568857085049,125310127,2681532,Independent Health Facility,"Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd, Bone Min DXA",Queen West X-Ray and Ultrasound Services,,Maytona Ventures Ltd.,,400 Queen Street West,"Unit 9, 2nd Floor",Practice Address,Brampton,L6X1B3,2019-02-12T13:04:35.000Z,2019-02-11T10:39:37.000Z,2019-02-12T23:17:15.000Z,577937
-79.54866873375876,43.619898871535355,125284585,3853,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,85 The East Mall,,,Toronto,M9B3Z9,2019-02-12T12:28:19.000Z,2019-02-11T09:46:25.000Z,2019-02-12T23:17:15.000Z,578017
-74.718359881205686,45.03008992774862,125310441,4148,Laboratory - Hospital,Hospital Laboratory - Regional Hospital(Urban),Cornwall Community Hospital/Hopital communautaire de Cornwall - McConnell Site,,,,840 McConnell Avenue,,,Cornwall,K6H5S5,2019-02-12T12:34:04.000Z,2019-02-11T10:40:17.000Z,2019-02-12T23:17:15.000Z,578081
-80.650875477377483,51.271195203445174,125302324,4050,Pharmacy,HOPD,Waha-Moosonee Health Centre,,,,5 Percy Way,,,Moosonee,P0L1Y0,2019-02-12T13:02:44.000Z,2019-02-11T10:22:09.000Z,2019-02-12T23:17:15.000Z,578097
-79.808803391174038,43.332269408751564,125313923,4152906,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Wentworth-Halton X-Ray and Ultrasound Inc.,,Wentworth-Halton X-Ray and Ultrasound Inc.,,760 Brant Street,Suite 2 & 3,Practice Address,Burlington,L7R4B8,2019-02-12T13:05:24.000Z,2019-02-11T10:47:21.000Z,2019-02-12T23:17:15.000Z,578113
-80.256753453166795,43.557387627235727,125271330,2210,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Homewood Health Centre Inc.,,,,150 Delhi Street,,Administration and Practice Location,Guelph,N1E6K9,2019-02-12T12:35:13.000Z,2019-02-11T09:12:08.000Z,2019-02-12T23:17:15.000Z,578145
-75.745122042354112,45.284155029402619,125274369,9675,Pharmacy,RP,Longfields Pharmacy,,,,613 Longfields Drive,Unit 106,,Ottawa,K2J6J2,2019-02-12T13:27:06.000Z,2019-02-11T09:21:37.000Z,2019-02-12T23:17:15.000Z,578161
-80.10451753730851,43.91537849686361,125278977,16328,Mental Health and Addiction Organization,Mental Health Services,Services and Housing In the Province (SHIP),,,,30 Centre Street,,Practice Location,Orangeville,L9W2X3,2019-02-12T13:07:38.000Z,2019-02-11T09:35:14.000Z,2019-02-12T23:17:15.000Z,578177
-79.421309096939382,43.662721884975298,125281388,4283,Pharmacy,RP,Omni Pharmacy,,,,799 Bloor Street West,,,Toronto,M6G1L8,2019-02-12T13:28:39.000Z,2019-02-11T09:39:58.000Z,2019-02-12T23:17:15.000Z,578241
-79.307210965022918,43.71377529922416,125275050,9067225,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound, Vasc Utrasnd",York X-Ray Management Limited,,York X-Ray Management Limited,,1450 O'Connor Drive,"Unit 12, Building 1",Practice Address,Toronto,M4B2T8,2019-02-12T12:26:13.000Z,2019-02-11T09:23:58.000Z,2019-02-12T23:17:15.000Z,578257
-79.527283189061578,43.184570695609203,125288264,156,Local Health Integration Network Office,Site,Hamilton Niagara Haldimand Brant Local Health Integration Network,,,,264 Main Street East,,Administrative Office,Grimsby,L3M1P8,2019-02-12T12:49:08.000Z,2019-02-11T09:53:49.000Z,2019-02-12T23:17:15.000Z,578321
-80.734656342147403,42.86207678187796,125302217,M615,Long-Term Care Home,MHFA,Woodingford Lodge - Tillsonburg,,,,52 Venison Street West,,,Tillsonburg,N4G1V1,2019-02-12T13:33:23.000Z,2019-02-11T10:21:52.000Z,2019-02-12T23:17:15.000Z,578385
-78.99027782453831,44.39813463296516,125287223,8528,Pharmacy,RP,Ben's Pharmacy,,,,90 King Street,,,Kawartha Lakes,K0M2T0,2019-02-12T12:59:27.000Z,2019-02-11T09:51:42.000Z,2019-02-12T23:17:15.000Z,578417
-79.387462886895335,43.671264888045435,125292061,7755,Pharmacy,RP,Sante Pharmacy,,,,830 Yonge Street,2nd Floor,,Toronto,M4W2H1,2019-02-12T13:20:44.000Z,2019-02-11T10:01:18.000Z,2019-02-12T23:17:15.000Z,578593
-79.453075320232969,43.811332809525403,125304834,1045,Pharmacy,RP,Wal-Mart Pharmacy,,,,700 Centre Street,,,Vaughan,L4J0A7,2019-02-12T13:13:17.000Z,2019-02-11T10:28:00.000Z,2019-02-12T23:17:15.000Z,578625
-79.523550128053046,43.64592567727383,125286240,3511991,Independent Health Facility,"Radgrhy, Gen Ultrasound, Vasc Utrasnd",Vitacorp Diagnostic Inc.,,Vitacorp Diagnostic Inc.,,1243 Islington Avenue,Suite 603,Practice Address,Toronto,M8X1Y9,2019-02-12T12:48:42.000Z,2019-02-11T09:49:45.000Z,2019-02-12T23:17:15.000Z,578737
-79.54866873375876,43.619898871535355,125304908,8548,Pharmacy,RP,Etobicoke Primary Care Pharmac,,,,85 The East Mall,,,Toronto,M8Z5W3,2019-02-12T13:03:20.000Z,2019-02-11T10:28:10.000Z,2019-02-12T23:17:15.000Z,578753
-81.783171010917783,46.248294600110846,125307047,2755,Long-Term Care Home,NH non-profit,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),,,,825 Mckinnon Drive,,,Espanola,P5E1R4,2019-02-12T12:43:04.000Z,2019-02-11T10:33:10.000Z,2019-02-12T23:17:15.000Z,578801
-79.404404393587626,43.685879489823961,125296073,3285,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,217 St. Clair Avenue West,,,Toronto,M4V1R3,2019-02-12T13:01:21.000Z,2019-02-11T10:09:03.000Z,2019-02-12T23:17:15.000Z,578849
-79.595795471180239,43.871564413356275,125304455,2997,Long-Term Care Home,CHFA,Kristus Darzs Latvian Home,,,,11290 Pine Valley Drive,,,Vaughan,L4L1A6,2019-02-12T13:23:41.000Z,2019-02-11T10:27:10.000Z,2019-02-12T23:17:15.000Z,578865
-75.667691929192642,45.431721657898422,125314884,9999999990,Family Health Team - Contract,Site,Akausivik Inuit Family Health Team (formerly Tungasuvvingat Inuit),,,,24 Selkirk Street,Unit 300,,Ottawa,K1L0A4,2019-02-12T12:25:10.000Z,2019-02-11T10:49:12.000Z,2019-02-12T23:17:15.000Z,578945
-76.702564576099107,45.483459322175356,125274709,M506,Long-Term Care Home,MHFA,Bonnechere Manor,,,,470 Albert Street,,,Renfrew,K7V4L5,2019-02-12T12:56:29.000Z,2019-02-11T09:22:51.000Z,2019-02-12T23:17:15.000Z,578961
-91.66033387588412,49.416649817926121,125284004,7169,Pharmacy,RP,Ignace Medical Pharmacy,,,,Main Street,Unit 118,,Ignace,P0T1T0,2019-02-12T13:18:49.000Z,2019-02-11T09:45:14.000Z,2019-02-12T23:17:15.000Z,578977
-79.40841779483776,43.685535889577395,125274730,T0171,Retirement Home,Site,The Russell Hill Retirement Residence,,,,262 St. Clair Avenue West,,Residential,Toronto,M4V1R8,2019-02-12T13:06:42.000Z,2019-02-11T09:22:53.000Z,2019-02-12T23:17:15.000Z,578993
-78.198440432285992,43.977756796070807,125285722,12618,Mental Health and Addiction Organization,Mental Health Services,Northumberland Hills Hospital,,,,1000 DePalma Drive,,Practice Location,Cobourg,K9A5W6,2019-02-12T12:59:07.000Z,2019-02-11T09:48:44.000Z,2019-02-12T23:17:15.000Z,579105
-79.868668403274867,43.253556192041167,125302147,284,Community Support Service,Site,Canadian Hearing Society (The) Hamilton,,Canadian Hearing Society (The) Hamilton,,21 Hunter Street East,2nd Floor,Administrative Office,Hamilton,L8N1M2,2019-02-12T13:12:39.000Z,2019-02-11T10:21:43.000Z,2019-02-12T23:17:15.000Z,579121
-78.706036489463003,43.907144360743175,125280574,T0395,Retirement Home,Site,Seasons Clarington,,,,65 Clarington Boulevard,,Residential,Bowmanville,L1C0A1,2019-02-12T12:17:16.000Z,2019-02-11T09:38:13.000Z,2019-02-12T23:17:15.000Z,579249
-83.028463604692561,42.301733970653423,125276334,237,Pharmacy,RP,Medical Centre Pharmacy,,,,1428 Ouellette Avenue,,,Windsor,N8X1K4,2019-02-12T13:07:02.000Z,2019-02-11T09:28:21.000Z,2019-02-12T23:17:15.000Z,579281
-76.50728840583777,44.238996115712567,125282448,7204,Pharmacy,RP,Bioscript Pharmacy Ltd.,,,,800 Princess Street,Unit B5,,Kingston,K7L5E4,2019-02-12T12:17:46.000Z,2019-02-11T09:42:11.000Z,2019-02-12T23:17:15.000Z,579361
-74.714859179695168,45.025709927128368,125276117,N0063,Retirement Home,Site,Chartwell McConnell Retirement Residence,,,,801 Fourth Street East,,Residential,Cornwall,K6H7M8,2019-02-12T13:27:30.000Z,2019-02-11T09:27:40.000Z,2019-02-12T23:17:15.000Z,579377
-79.19853643801406,43.801411219612845,125284902,1134842,Independent Health Facility,Gen Ultrasound,Toronto East X-Ray and Ultrasound,,8909750 Canada Inc.,,1145 Morningside Avenue,Unit 12,Practice Address,Toronto,M1B0A7,2019-02-12T13:08:48.000Z,2019-02-11T09:47:04.000Z,2019-02-12T23:17:15.000Z,579393
-79.471314742751218,43.997797741168931,125282500,12316,Pharmacy,LTCF,Chartwell Aurora Ltc Residence,,,,32 Mill Street,,,Aurora,L4G2R9,2019-02-12T12:37:41.000Z,2019-02-11T09:42:16.000Z,2019-02-12T23:17:15.000Z,579537
-79.332553970283328,43.681601192404536,125270867,3324016,Independent Health Facility,"Fluorscpy, Radgrhy",GTA Diagnostic Service Ltd.,,GTA Diagnostic Service Ltd.,,1188 Danforth Avenue,,Practice Address,Toronto,M4J1M3,2019-02-12T13:05:50.000Z,2019-02-11T09:11:14.000Z,2019-02-12T23:17:15.000Z,579649
-82.544416055961719,42.304931795243263,125278499,10000000036,Senior Active Living Centre,Site,Club De L'Age D'Or Le Foyer Pointe-Aux-Roches,,,,7500 Tecumseh Road,,,Lakeshore,N0R1N0,2019-02-12T12:16:49.000Z,2019-02-11T09:34:16.000Z,2019-07-18T00:00:00.000Z,579681
-80.233203309301146,43.147555356209004,125302413,823,Community Support Service,Site,Aberdeen Health & Community Services,,"Aberdeen Health and Community Services, Brant-Norfolk-Haldimand",,446 Grey Street,Suite 204,Administrative Office,Brantford,N3S7L6,2019-02-12T12:32:22.000Z,2019-02-11T10:22:22.000Z,2019-02-12T23:17:15.000Z,579697
